Rank,Name,Team,Position,Played,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,ReceivingTargets,Receptions,ReceivingYards,ReceivingTouchdowns,Fumbles,FumblesLost,FantasyPointsPerGame,FantasyPoints,Year,Category
111.0,Darren Sproles,PHI,RB,3.0,15.0,61.0,4.1,0.0,12.0,7.0,73.0,0.0,1.0,1.0,3.8,11.4,2017.0,Rushing
112.0,Lance Dunbar,LAR,RB,4.0,11.0,51.0,4.6,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.8,11.2,2017.0,Rushing
113.0,CJ Prosise,SEA,RB,5.0,11.0,23.0,2.1,0.0,11.0,6.0,87.0,0.0,0.0,0.0,2.2,11.0,2017.0,Rushing
114.0,Branden Oliver,LAC,RB,8.0,35.0,83.0,2.4,0.0,11.0,6.0,26.0,0.0,0.0,0.0,1.4,10.9,2017.0,Rushing
114.0,De'Angelo Henderson,DEN,RB,5.0,7.0,13.0,1.9,0.0,2.0,2.0,36.0,1.0,0.0,0.0,2.2,10.9,2017.0,Rushing
116.0,Trey Edmunds,NO,RB,16.0,9.0,48.0,5.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,10.8,2017.0,Rushing
117.0,Andy Janovich,DEN,FB,16.0,6.0,12.0,2.0,1.0,6.0,4.0,35.0,0.0,0.0,0.0,0.7,10.7,2017.0,Rushing
118.0,Zach Line,NO,FB,12.0,7.0,28.0,4.0,0.0,5.0,2.0,8.0,1.0,0.0,0.0,0.8,9.6,2017.0,Rushing
119.0,Zach Zenner,DET,RB,8.0,14.0,26.0,1.9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.1,8.6,2017.0,Rushing
120.0,Brandon Bolden,NE,RB,16.0,13.0,67.0,5.2,0.0,4.0,1.0,7.0,0.0,0.0,0.0,0.5,7.4,2017.0,Rushing
121.0,Brian Hill,CIN,RB,7.0,11.0,37.0,3.4,0.0,2.0,2.0,36.0,0.0,0.0,0.0,1.0,7.3,2017.0,Rushing
122.0,David Johnson,ARI,RB,1.0,11.0,23.0,2.1,0.0,9.0,6.0,67.0,0.0,2.0,1.0,7.0,7.0,2017.0,Rushing
123.0,Byron Marshall,WAS,RB,4.0,9.0,32.0,3.6,0.0,8.0,6.0,36.0,0.0,0.0,0.0,1.7,6.8,2017.0,Rushing
124.0,Tre Madden,SEA,RB,8.0,0.0,0.0,0.0,0.0,2.0,2.0,65.0,0.0,0.0,0.0,0.8,6.5,2017.0,Rushing
125.0,Jalston Fowler,TEN,RB,10.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,6.4,2017.0,Rushing
126.0,Derek Watt,LAC,FB,16.0,6.0,24.0,4.0,0.0,3.0,2.0,35.0,0.0,0.0,0.0,0.4,5.9,2017.0,Rushing
127.0,Dwayne Washington,DET,RB,5.0,20.0,44.0,2.2,0.0,2.0,2.0,14.0,0.0,0.0,0.0,1.2,5.8,2017.0,Rushing
127.0,Alan Cross,TB,FB,8.0,0.0,0.0,0.0,0.0,6.0,5.0,58.0,0.0,0.0,0.0,0.7,5.8,2017.0,Rushing
129.0,Akeem Hunt,KC,RB,15.0,8.0,23.0,2.9,0.0,7.0,4.0,31.0,0.0,0.0,0.0,0.4,5.4,2017.0,Rushing
130.0,Aaron Ripkowski,GB,FB,16.0,5.0,13.0,2.6,0.0,10.0,7.0,39.0,0.0,0.0,0.0,0.3,5.2,2017.0,Rushing
131.0,Tyler Ervin,HOU,RB,4.0,4.0,12.0,3.0,0.0,11.0,8.0,38.0,0.0,0.0,0.0,1.2,5.0,2017.0,Rushing
132.0,Marcus Murphy,BUF,RB,1.0,7.0,41.0,5.9,0.0,2.0,2.0,7.0,0.0,0.0,0.0,4.8,4.8,2017.0,Rushing
133.0,Lawrence Thomas,NYJ,RB,14.0,2.0,1.0,0.5,0.0,7.0,6.0,43.0,0.0,0.0,0.0,0.3,4.4,2017.0,Rushing
134.0,Matt Dayes,CLE,RB,16.0,5.0,13.0,2.6,0.0,5.0,4.0,29.0,0.0,0.0,0.0,0.3,4.2,2017.0,Rushing
135.0,Mack Brown,MIN,RB,4.0,8.0,29.0,3.6,0.0,1.0,1.0,11.0,0.0,0.0,0.0,1.0,4.0,2017.0,Rushing
136.0,James Develin,NE,RB,16.0,0.0,0.0,0.0,0.0,10.0,6.0,38.0,0.0,0.0,0.0,0.2,3.8,2017.0,Rushing
137.0,Fitzgerald Toussaint,PIT,RB,6.0,6.0,25.0,4.2,0.0,3.0,2.0,9.0,0.0,0.0,0.0,0.6,3.4,2017.0,Rushing
138.0,Senorise Perry,MIA,RB,16.0,8.0,30.0,3.8,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.2,3.3,2017.0,Rushing
139.0,Jay Prosch,HOU,FB,16.0,0.0,0.0,0.0,0.0,4.0,4.0,31.0,0.0,0.0,0.0,0.2,3.1,2017.0,Rushing
140.0,Derrick Coleman,ATL,FB,16.0,2.0,8.0,4.0,0.0,7.0,2.0,20.0,0.0,0.0,0.0,0.2,2.8,2017.0,Rushing
141.0,De'Veon Smith,MIA,RB,5.0,0.0,0.0,0.0,0.0,3.0,3.0,27.0,0.0,0.0,0.0,0.5,2.7,2017.0,Rushing
142.0,Patrick DiMarco,BUF,FB,16.0,2.0,-2.0,-1.0,0.0,10.0,7.0,28.0,0.0,0.0,0.0,0.2,2.6,2017.0,Rushing
142.0,Keith Smith,DAL,FB,16.0,0.0,0.0,0.0,0.0,5.0,5.0,26.0,0.0,0.0,0.0,0.2,2.6,2017.0,Rushing
144.0,Andre Williams,LAC,RB,8.0,9.0,25.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.5,2017.0,Rushing
145.0,David Fluellen,TEN,RB,16.0,4.0,21.0,5.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,2.1,2017.0,Rushing
145.0,Josh Ferguson,IND,RB,10.0,1.0,5.0,5.0,0.0,4.0,3.0,16.0,0.0,0.0,0.0,0.2,2.1,2017.0,Rushing
147.0,Bobby Rainey,BAL,RB,4.0,1.0,2.0,2.0,0.0,7.0,5.0,18.0,0.0,0.0,0.0,0.5,2.0,2017.0,Rushing
148.0,Dan Vitale,CLE,FB,15.0,0.0,0.0,0.0,0.0,5.0,3.0,19.0,0.0,0.0,0.0,0.1,1.9,2017.0,Rushing
149.0,Michael Burton,CHI,FB,16.0,4.0,9.0,2.2,0.0,4.0,2.0,8.0,0.0,0.0,0.0,0.1,1.7,2017.0,Rushing
150.0,Matt Jones,IND,RB,5.0,5.0,14.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.4,2017.0,Rushing
150.0,Leshun Daniels Jr.,WAS,RB,4.0,3.0,14.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.4,2017.0,Rushing
152.0,Taiwan Jones,BUF,RB,8.0,0.0,0.0,0.0,0.0,2.0,1.0,11.0,0.0,0.0,0.0,0.1,1.1,2017.0,Rushing
153.0,Raheem Mostert,SF,RB,11.0,6.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.0,2017.0,Rushing
154.0,Terrell Watson,PIT,RB,10.0,5.0,8.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.8,2017.0,Rushing
155.0,Joe Kerridge,GB,FB,4.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.1,0.3,2017.0,Rushing
156.0,John Kuhn,NO,FB,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2017.0,Rushing
157.0,Justin Davis,LAR,RB,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2017.0,Rushing
158.0,CJ Spiller,KC,RB,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Jordan Todman,HOU,RB,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Joe Banyard,BUF,RB,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Terrence Magee,ATL,RB,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Daniel Lasco,NO,RB,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Taniela Tupou,ATL,FB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Jeremy McNichols,SF,RB,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Alex Armah,CAR,RB,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Marquez Williams,CLE,FB,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Elijah Hood,OAK,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Taquan Mizzell,CHI,RB,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Jarveon Williams,CIN,RB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Shane Smith,NYG,FB,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
158.0,Dare Ogunbowale,WAS,RB,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,Rushing
172.0,Darren McFadden,DAL,RB,1.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,-0.2,2017.0,Rushing
172.0,Bronson Hill,ARI,RB,2.0,1.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,-0.2,2017.0,Rushing
174.0,Devante Mays,GB,RB,8.0,4.0,1.0,0.2,0.0,3.0,3.0,0.0,0.0,2.0,1.0,-0.2,-1.9,2017.0,Rushing
1.0,David Johnson,ARI,RB,16.0,293.0,1239.0,4.2,16.0,120.0,80.0,879.0,4.0,5.0,3.0,20.5,327.8,2016.0,Rushing
2.0,Ezekiel Elliott,DAL,RB,15.0,322.0,1631.0,5.1,15.0,40.0,32.0,363.0,1.0,5.0,1.0,19.6,293.4,2016.0,Rushing
3.0,LeSean McCoy,BUF,RB,15.0,234.0,1267.0,5.4,13.0,58.0,51.0,356.0,1.0,3.0,0.0,16.6,248.3,2016.0,Rushing
4.0,Le'Veon Bell,PIT,RB,12.0,261.0,1268.0,4.9,7.0,94.0,75.0,616.0,2.0,4.0,1.0,20.2,242.4,2016.0,Rushing
5.0,DeMarco Murray,TEN,RB,16.0,293.0,1287.0,4.4,9.0,67.0,53.0,377.0,3.0,3.0,1.0,15.0,240.8,2016.0,Rushing
6.0,Devonta Freeman,ATL,RB,16.0,227.0,1079.0,4.8,11.0,65.0,54.0,462.0,2.0,1.0,1.0,14.4,230.1,2016.0,Rushing
7.0,LeGarrette Blount,NE,RB,16.0,299.0,1161.0,3.9,18.0,8.0,7.0,38.0,0.0,2.0,1.0,14.1,225.9,2016.0,Rushing
8.0,Melvin Gordon,LAC,RB,13.0,254.0,997.0,3.9,10.0,57.0,41.0,419.0,2.0,2.0,2.0,16.1,209.6,2016.0,Rushing
9.0,Jordan Howard,CHI,RB,15.0,252.0,1313.0,5.2,6.0,50.0,29.0,298.0,1.0,2.0,1.0,13.4,201.1,2016.0,Rushing
10.0,Mark Ingram,NO,RB,16.0,205.0,1043.0,5.1,6.0,58.0,46.0,319.0,4.0,2.0,2.0,12.3,196.2,2016.0,Rushing
11.0,Jay Ajayi,MIA,RB,15.0,260.0,1272.0,4.9,8.0,35.0,27.0,151.0,0.0,4.0,1.0,12.6,188.3,2016.0,Rushing
12.0,Frank Gore,IND,RB,16.0,263.0,1026.0,3.9,4.0,47.0,38.0,277.0,4.0,2.0,1.0,11.0,176.3,2016.0,Rushing
13.0,Latavius Murray,OAK,RB,14.0,195.0,788.0,4.0,12.0,43.0,33.0,264.0,0.0,2.0,1.0,12.5,175.2,2016.0,Rushing
14.0,Isaiah Crowell,CLE,RB,16.0,198.0,952.0,4.8,7.0,53.0,40.0,319.0,0.0,2.0,2.0,10.3,165.1,2016.0,Rushing
14.0,Carlos Hyde,SF,RB,13.0,217.0,988.0,4.6,6.0,33.0,27.0,163.0,3.0,5.0,3.0,12.7,165.1,2016.0,Rushing
16.0,Spencer Ware,KC,RB,14.0,214.0,922.0,4.3,3.0,42.0,33.0,447.0,2.0,4.0,3.0,11.5,160.9,2016.0,Rushing
17.0,Lamar Miller,HOU,RB,14.0,268.0,1073.0,4.0,5.0,39.0,31.0,188.0,1.0,2.0,1.0,11.4,160.1,2016.0,Rushing
17.0,Tevin Coleman,ATL,RB,13.0,118.0,520.0,4.4,8.0,40.0,31.0,421.0,3.0,1.0,0.0,12.3,160.1,2016.0,Rushing
19.0,Jeremy Hill,CIN,RB,15.0,222.0,839.0,3.8,9.0,27.0,21.0,174.0,0.0,0.0,0.0,10.4,155.3,2016.0,Rushing
20.0,Todd Gurley,LAR,RB,16.0,278.0,885.0,3.2,6.0,58.0,43.0,327.0,0.0,2.0,1.0,9.7,155.2,2016.0,Rushing
21.0,Matt Forte,NYJ,RB,14.0,218.0,813.0,3.7,7.0,43.0,30.0,263.0,1.0,1.0,1.0,11.0,153.6,2016.0,Rushing
22.0,Bilal Powell,NYJ,RB,16.0,131.0,722.0,5.5,3.0,74.0,58.0,388.0,2.0,1.0,1.0,8.7,139.0,2016.0,Rushing
23.0,Jonathan Stewart,CAR,RB,13.0,218.0,824.0,3.8,9.0,21.0,8.0,60.0,0.0,3.0,2.0,10.6,138.4,2016.0,Rushing
24.0,Terrance West,BAL,RB,16.0,193.0,774.0,4.0,5.0,45.0,34.0,236.0,1.0,2.0,0.0,8.6,137.0,2016.0,Rushing
25.0,Ryan Mathews,PHI,RB,13.0,155.0,661.0,4.3,8.0,14.0,13.0,115.0,1.0,3.0,2.0,10.1,131.6,2016.0,Rushing
26.0,Rob Kelley,WAS,RB,15.0,168.0,704.0,4.2,6.0,18.0,12.0,82.0,1.0,0.0,0.0,8.0,120.6,2016.0,Rushing
27.0,Mike Gillislee,BUF,RB,15.0,101.0,576.0,5.7,8.0,11.0,9.0,50.0,1.0,1.0,0.0,7.8,116.6,2016.0,Rushing
28.0,Christine Michael,GB,RB,15.0,148.0,583.0,3.9,7.0,29.0,22.0,107.0,1.0,2.0,1.0,7.7,115.0,2016.0,Rushing
29.0,Devontae Booker,DEN,RB,16.0,174.0,612.0,3.5,4.0,46.0,31.0,265.0,1.0,4.0,3.0,7.0,111.7,2016.0,Rushing
30.0,Darren Sproles,PHI,RB,15.0,94.0,438.0,4.7,2.0,71.0,52.0,427.0,2.0,1.0,0.0,7.4,110.5,2016.0,Rushing
31.0,Theo Riddick,DET,RB,10.0,92.0,357.0,3.9,1.0,67.0,53.0,371.0,5.0,0.0,0.0,10.9,108.8,2016.0,Rushing
32.0,Jerick McKinnon,MIN,RB,15.0,159.0,539.0,3.4,2.0,53.0,43.0,255.0,2.0,0.0,0.0,7.0,105.4,2016.0,Rushing
33.0,Tim Hightower,NO,RB,16.0,133.0,548.0,4.1,4.0,26.0,22.0,200.0,1.0,0.0,0.0,6.6,104.8,2016.0,Rushing
34.0,Rashad Jennings,NYG,RB,13.0,181.0,593.0,3.3,3.0,42.0,35.0,201.0,1.0,1.0,0.0,8.0,103.4,2016.0,Rushing
35.0,James White,NE,RB,16.0,39.0,166.0,4.3,0.0,86.0,60.0,551.0,5.0,0.0,0.0,6.4,101.7,2016.0,Rushing
36.0,Matt Asiata,MIN,RB,16.0,121.0,402.0,3.3,6.0,38.0,32.0,263.0,0.0,1.0,1.0,6.3,100.5,2016.0,Rushing
37.0,Chris Thompson,WAS,RB,16.0,68.0,356.0,5.2,3.0,62.0,49.0,349.0,2.0,2.0,1.0,6.2,98.5,2016.0,Rushing
38.0,Ty Montgomery,GB,RB,15.0,77.0,457.0,5.9,3.0,56.0,44.0,348.0,0.0,2.0,1.0,6.4,96.5,2016.0,Rushing
39.0,Derrick Henry,TEN,RB,15.0,110.0,490.0,4.5,5.0,15.0,13.0,137.0,0.0,0.0,0.0,6.2,92.7,2016.0,Rushing
40.0,Nick Bellore,SF,RB,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,91.55,2016.0,Rushing
41.0,Duke Johnson,CLE,RB,16.0,73.0,358.0,4.9,1.0,74.0,53.0,514.0,0.0,2.0,1.0,5.7,91.2,2016.0,Rushing
42.0,TJ Yeldon,JAX,RB,15.0,130.0,465.0,3.6,1.0,68.0,50.0,312.0,1.0,2.0,1.0,5.8,87.7,2016.0,Rushing
43.0,Jalen Richard,OAK,RB,16.0,83.0,492.0,5.9,1.0,39.0,29.0,194.0,2.0,0.0,0.0,5.4,86.6,2016.0,Rushing
44.0,CJ Anderson,DEN,RB,7.0,110.0,437.0,4.0,4.0,24.0,16.0,128.0,1.0,0.0,0.0,12.4,86.5,2016.0,Rushing
45.0,Giovani Bernard,CIN,RB,10.0,91.0,337.0,3.7,2.0,51.0,39.0,336.0,1.0,1.0,1.0,8.3,83.3,2016.0,Rushing
46.0,Robert Turbin,IND,RB,15.0,47.0,164.0,3.5,7.0,35.0,26.0,179.0,1.0,0.0,0.0,5.5,82.3,2016.0,Rushing
47.0,DeAngelo Williams,PIT,RB,9.0,98.0,343.0,3.5,4.0,27.0,18.0,118.0,2.0,0.0,0.0,9.1,82.1,2016.0,Rushing
48.0,Shaun Draughn,SF,RB,16.0,74.0,196.0,2.6,4.0,39.0,29.0,263.0,2.0,1.0,1.0,5.0,79.9,2016.0,Rushing
49.0,Jacquizz Rodgers,TB,RB,10.0,129.0,560.0,4.3,2.0,16.0,13.0,98.0,0.0,0.0,0.0,7.8,77.8,2016.0,Rushing
50.0,Zach Zenner,DET,RB,14.0,88.0,334.0,3.8,4.0,23.0,18.0,196.0,0.0,1.0,1.0,5.4,75.0,2016.0,Rushing
51.0,Chris Ivory,JAX,RB,11.0,117.0,439.0,3.8,3.0,28.0,20.0,186.0,0.0,6.0,3.0,6.8,74.5,2016.0,Rushing
52.0,Kenneth Dixon,BAL,RB,12.0,88.0,382.0,4.3,2.0,41.0,30.0,162.0,1.0,1.0,0.0,6.0,72.4,2016.0,Rushing
53.0,Doug Martin,TB,RB,8.0,144.0,421.0,2.9,3.0,16.0,14.0,134.0,0.0,1.0,1.0,8.9,71.5,2016.0,Rushing
54.0,Damien Williams,MIA,RB,15.0,35.0,115.0,3.3,3.0,31.0,23.0,249.0,3.0,1.0,1.0,4.7,70.4,2016.0,Rushing
55.0,Deandre Washington,OAK,RB,14.0,87.0,467.0,5.4,2.0,23.0,17.0,115.0,0.0,1.0,1.0,4.9,68.2,2016.0,Rushing
56.0,Matt Jones,WAS,RB,7.0,99.0,460.0,4.6,3.0,8.0,8.0,73.0,0.0,3.0,2.0,9.6,67.3,2016.0,Rushing
57.0,Charcandrick West,KC,RB,15.0,88.0,293.0,3.3,1.0,34.0,28.0,188.0,2.0,0.0,0.0,4.4,66.1,2016.0,Rushing
58.0,Thomas Rawls,SEA,RB,9.0,109.0,349.0,3.2,3.0,17.0,13.0,96.0,0.0,0.0,0.0,6.9,62.5,2016.0,Rushing
59.0,Paul Perkins,NYG,RB,14.0,112.0,456.0,4.1,0.0,24.0,15.0,162.0,0.0,1.0,0.0,4.4,61.8,2016.0,Rushing
60.0,Rex Burkhead,CIN,RB,16.0,74.0,344.0,4.6,2.0,20.0,17.0,145.0,0.0,1.0,1.0,3.7,58.9,2016.0,Rushing
61.0,Jeremy Langford,CHI,RB,12.0,62.0,200.0,3.2,4.0,27.0,19.0,142.0,0.0,2.0,2.0,4.5,54.2,2016.0,Rushing
62.0,Travaris Cadet,NO,RB,15.0,4.0,19.0,4.8,0.0,54.0,40.0,281.0,4.0,0.0,0.0,3.6,54.0,2016.0,Rushing
63.0,Alfred Blue,HOU,RB,14.0,100.0,420.0,4.2,1.0,16.0,12.0,40.0,0.0,2.0,1.0,3.6,50.0,2016.0,Rushing
64.0,Fozzy Whittaker,CAR,RB,16.0,57.0,265.0,4.6,0.0,33.0,25.0,226.0,0.0,1.0,1.0,2.9,47.1,2016.0,Rushing
65.0,Jamize Olawale,OAK,FB,16.0,17.0,47.0,2.8,2.0,14.0,12.0,227.0,1.0,0.0,0.0,2.8,45.4,2016.0,Rushing
66.0,CJ Prosise,SEA,RB,6.0,30.0,172.0,5.7,1.0,19.0,17.0,208.0,0.0,0.0,0.0,7.3,44.0,2016.0,Rushing
67.0,Charles Sims,TB,RB,7.0,51.0,149.0,2.9,1.0,32.0,24.0,190.0,1.0,1.0,1.0,6.3,43.9,2016.0,Rushing
68.0,Justin Forsett,DEN,RB,9.0,87.0,291.0,3.3,1.0,27.0,20.0,85.0,0.0,2.0,1.0,4.6,41.6,2016.0,Rushing
69.0,John Kuhn,NO,FB,16.0,18.0,37.0,2.1,4.0,20.0,16.0,70.0,1.0,0.0,0.0,2.5,40.7,2016.0,Rushing
69.0,Wendell Smallwood,PHI,RB,13.0,77.0,312.0,4.1,1.0,13.0,6.0,55.0,0.0,1.0,1.0,3.1,40.7,2016.0,Rushing
71.0,James Starks,GB,RB,9.0,63.0,145.0,2.3,0.0,25.0,19.0,134.0,2.0,1.0,0.0,4.4,39.9,2016.0,Rushing
72.0,Eddie Lacy,GB,RB,5.0,71.0,360.0,5.1,0.0,7.0,4.0,28.0,0.0,0.0,0.0,7.8,38.8,2016.0,Rushing
73.0,Dwayne Washington,DET,RB,12.0,90.0,265.0,2.9,1.0,15.0,10.0,62.0,0.0,0.0,0.0,3.2,38.7,2016.0,Rushing
74.0,Dion Lewis,NE,RB,7.0,64.0,283.0,4.4,0.0,24.0,17.0,94.0,0.0,1.0,0.0,5.4,37.7,2016.0,Rushing
75.0,Aaron Ripkowski,GB,FB,16.0,34.0,150.0,4.4,2.0,10.0,9.0,46.0,1.0,0.0,0.0,2.4,37.6,2016.0,Rushing
76.0,Alfred Morris,DAL,RB,14.0,69.0,243.0,3.5,2.0,6.0,3.0,11.0,0.0,0.0,0.0,2.7,37.4,2016.0,Rushing
77.0,Kyle Juszczyk,BAL,FB,16.0,5.0,22.0,4.4,1.0,49.0,37.0,266.0,0.0,0.0,0.0,2.3,36.8,2016.0,Rushing
